snapshot_id,fetched_at_utc,gameweek_id,gameweek,player_id,Player,Display_Name,Team,Team_Short,Position,Age,Minutes,Starts,Cost_M,Selected_By_%,Goals,Assists,Expected_Goals,Expected_Assists,Expected_Goal_Involvements,creativity,threat,influence,ict_index,tackles,recoveries,clearances_blocks_interceptions,defensive_contribution,bonus,bps,Form,Total_Points,Status,News,prev_minutes,prev_goals,prev_assists,prev_xgi,prev_form,GW_Minutes,GW_Goals,GW_Assists,GW_xGI,Goals_p90,Assists_p90,xG_p90,xA_p90,xGI_p90,Creativity_p90,Threat_p90,Influence_p90,ICT_p90,DefActions_p90,Bonus_p90,BPS_p90,GW_Goals_p90,GW_Assists_p90,GW_xGI_p90,Rolling_Form_Last5,Rolling_xGI_p90_Last5,recency_rank
1,2026-08-31T22:21:24+00:00,1,Gameweek 1,240,Tim Iroegbunam,Iroegbunam,Everton,EVE,MID,23,4,0,5.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,1,a,,,,,,,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.5,0.0,1
1,2026-08-31T22:21:24+00:00,1,Gameweek 1,75,Ryan Christie,Christie,Bournemouth,BOU,MID,31,3,0,5.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,5.0,0.5,1,a,,,,,,,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,150.0,0.0,0.0,0.0,0.5,0.0,1
1,2026-08-31T22:21:24+00:00,1,Gameweek 1,89,Rico Henry,Henry,Brentford,BRE,DEF,29,2,0,4.5,0.2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.5,1,a,,,,,,,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0,0.0,0.5,0.0,1
1,2026-08-31T22:21:24+00:00,1,Gameweek 1,72,Ben Gannon-Doak,Gannon-Doak,Bournemouth,BOU,MID,20,1,0,5.0,0.1,0,0,0.0,0.0,0.0,0.1,2.0,0.2,0.2,0.0,1.0,0.0,1.0,0.0,3.0,0.5,1,a,,,,,,,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,180.0,18.0,18.0,180.0,0.0,270.0,0.0,0.0,0.0,0.5,0.0,1
1,2026-08-31T22:21:24+00:00,1,Gameweek 1,396,Vitor de Oliveira Nunes dos Reis,Vitor Reis,Man City,MCI,DEF,20,1,0,4.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.5,1,a,,,,,,,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,0.0,0.0,0.0,0.5,0.0,1
1,2026-08-31T22:21:24+00:00,1,Gameweek 1,446,Fabian Schär,Schär,Newcastle,NEW,DEF,34,1,0,5.0,0.3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.5,1,a,,,,,,,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-90.0,0.0,0.0,0.0,0.5,0.0,1
1,2026-08-31T22:21:24+00:00,1,Gameweek 1,461,Bazoumana Touré,Touré,Newcastle,NEW,MID,20,1,0,5.9,0.2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.5,1,a,,,,,,,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,0.0,0.0,0.0,0.5,0.0,1
1,2026-08-31T22:21:24+00:00,1,Gameweek 1,482,Callum Hudson-Odoi,Hudson-Odoi,Nott'm Forest,NFO,MID,25,1,0,5.9,0.2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,1,a,,,,,,,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.5,0.0,1
1,2026-08-31T22:21:24+00:00,1,Gameweek 1,487,Nicolás Domínguez,Dominguez,Nott'm Forest,NFO,MID,28,1,0,5.0,0.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.5,1,a,,,,,,,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,0.0,0.0,0.0,0.5,0.0,1
1,2026-08-31T22:21:24+00:00,1,Gameweek 1,493,Arnaud Kalimuendo,Kalimuendo,Nott'm Forest,NFO,FWD,24,1,0,5.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.5,1,a,,,,,,,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,0.0,0.0,0.0,0.5,0.0,1
1,2026-08-31T22:21:24+00:00,1,Gameweek 1,547,Romaine Mundle,Mundle,Sunderland,SUN,MID,23,1,0,5.0,0.0,0,0,0.17,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.5,1,a,,,,,,,1,0,0,0.17,0.0,0.0,15.3,0.0,15.3,0.0,0.0,0.0,0.0,180.0,0.0,180.0,0.0,0.0,15.3,0.5,15.3,1
1,2026-08-31T22:21:24+00:00,1,Gameweek 1,622,Kaden Braithwaite,Braithwaite,Man City,MCI,DEF,18,1,0,4.0,0.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,1,a,,,,,,,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,270.0,0.0,0.0,0.0,1.0,0.0,1
